BranchKey,BranchID,BranchName,City,State,Region,BranchType
356,BR0356,Bhopal Central Branch 356,Bhopal,Madhya Pradesh,South,Urban
357,BR0357,Bhopal Central Branch 357,Bhopal,Madhya Pradesh,Central,Semi-Urban
358,BR0358,Chennai Central Branch 358,Chennai,Tamil Nadu,East,Metro
359,BR0359,Bhopal Central Branch 359,Bhopal,Madhya Pradesh,North,Semi-Urban
360,BR0360,Kochi Central Branch 360,Kochi,Kerala,Central,Metro
361,BR0361,Patna Central Branch 361,Patna,Bihar,Central,Semi-Urban
362,BR0362,Kochi Central Branch 362,Kochi,Kerala,East,Urban
363,BR0363,Delhi Central Branch 363,Delhi,Delhi,West,Urban
364,BR0364,Gurugram Central Branch 364,Gurugram,Haryana,West,Metro
365,BR0365,Patna Central Branch 365,Patna,Bihar,Central,Urban
366,BR0366,Noida Central Branch 366,Noida,Uttar Pradesh,East,Metro
367,BR0367,Kochi Central Branch 367,Kochi,Kerala,West,Rural
368,BR0368,Delhi Central Branch 368,Delhi,Delhi,North,Urban
369,BR0369,Bengaluru Central Branch 369,Bengaluru,Karnataka,South,Metro
370,BR0370,Noida Central Branch 370,Noida,Uttar Pradesh,East,Urban
371,BR0371,Patna Central Branch 371,Patna,Bihar,Central,Urban
372,BR0372,Bhopal Central Branch 372,Bhopal,Madhya Pradesh,South,Urban
373,BR0373,Jaipur Central Branch 373,Jaipur,Rajasthan,West,Urban
374,BR0374,Delhi Central Branch 374,Delhi,Delhi,West,Semi-Urban
375,BR0375,Kochi Central Branch 375,Kochi,Kerala,East,Urban
376,BR0376,Bhopal Central Branch 376,Bhopal,Madhya Pradesh,South,Urban
377,BR0377,Jaipur Central Branch 377,Jaipur,Rajasthan,West,Metro
378,BR0378,Bhopal Central Branch 378,Bhopal,Madhya Pradesh,East,Metro
379,BR0379,Kolkata Central Branch 379,Kolkata,West Bengal,South,Metro
380,BR0380,Ahmedabad Central Branch 380,Ahmedabad,Gujarat,Central,Metro
381,BR0381,Pune Central Branch 381,Pune,Maharashtra,Central,Rural
382,BR0382,Bengaluru Central Branch 382,Bengaluru,Karnataka,West,Semi-Urban
383,BR0383,Bhopal Central Branch 383,Bhopal,Madhya Pradesh,East,Semi-Urban
384,BR0384,Hyderabad Central Branch 384,Hyderabad,Telangana,North,Metro
385,BR0385,Jaipur Central Branch 385,Jaipur,Rajasthan,West,Urban
386,BR0386,Ahmedabad Central Branch 386,Ahmedabad,Gujarat,North,Urban
387,BR0387,Bhopal Central Branch 387,Bhopal,Madhya Pradesh,South,Urban
388,BR0388,Hyderabad Central Branch 388,Hyderabad,Telangana,East,Urban
389,BR0389,Hyderabad Central Branch 389,Hyderabad,Telangana,West,Semi-Urban
390,BR0390,Noida Central Branch 390,Noida,Uttar Pradesh,Central,Urban
391,BR0391,Kochi Central Branch 391,Kochi,Kerala,South,Urban
392,BR0392,Hyderabad Central Branch 392,Hyderabad,Telangana,South,Rural
393,BR0393,Ahmedabad Central Branch 393,Ahmedabad,Gujarat,South,Urban
394,BR0394,Lucknow Central Branch 394,Lucknow,Uttar Pradesh,North,Semi-Urban
395,BR0395,Lucknow Central Branch 395,Lucknow,Uttar Pradesh,North,Rural
396,BR0396,Kochi Central Branch 396,Kochi,Kerala,South,Semi-Urban
397,BR0397,Jaipur Central Branch 397,Jaipur,Rajasthan,West,Metro
398,BR0398,Ahmedabad Central Branch 398,Ahmedabad,Gujarat,North,Metro
399,BR0399,Patna Central Branch 399,Patna,Bihar,East,Urban
400,BR0400,Delhi Central Branch 400,Delhi,Delhi,Central,Urban
401,BR0401,Bengaluru Central Branch 401,Bengaluru,Karnataka,West,Urban
402,BR0402,Jaipur Central Branch 402,Jaipur,Rajasthan,East,Urban
403,BR0403,Hyderabad Central Branch 403,Hyderabad,Telangana,North,Semi-Urban
404,BR0404,Jaipur Central Branch 404,Jaipur,Rajasthan,Central,Rural
405,BR0405,Patna Central Branch 405,Patna,Bihar,South,Semi-Urban
406,BR0406,Patna Central Branch 406,Patna,Bihar,Central,Rural
407,BR0407,Delhi Central Branch 407,Delhi,Delhi,South,Urban
408,BR0408,Ahmedabad Central Branch 408,Ahmedabad,Gujarat,East,Metro
409,BR0409,Noida Central Branch 409,Noida,Uttar Pradesh,East,Semi-Urban
410,BR0410,Lucknow Central Branch 410,Lucknow,Uttar Pradesh,West,Semi-Urban
411,BR0411,Patna Central Branch 411,Patna,Bihar,East,Urban
412,BR0412,Delhi Central Branch 412,Delhi,Delhi,North,Urban
413,BR0413,Delhi Central Branch 413,Delhi,Delhi,North,Rural
414,BR0414,Bengaluru Central Branch 414,Bengaluru,Karnataka,Central,Rural
415,BR0415,Lucknow Central Branch 415,Lucknow,Uttar Pradesh,South,Urban
416,BR0416,Kochi Central Branch 416,Kochi,Kerala,Central,Urban
417,BR0417,Noida Central Branch 417,Noida,Uttar Pradesh,West,Urban
418,BR0418,Delhi Central Branch 418,Delhi,Delhi,West,Rural
419,BR0419,Kochi Central Branch 419,Kochi,Kerala,North,Semi-Urban
420,BR0420,Bengaluru Central Branch 420,Bengaluru,Karnataka,West,Urban
421,BR0421,Patna Central Branch 421,Patna,Bihar,North,Urban
422,BR0422,Bengaluru Central Branch 422,Bengaluru,Karnataka,South,Urban
423,BR0423,Chennai Central Branch 423,Chennai,Tamil Nadu,Central,Urban
424,BR0424,Pune Central Branch 424,Pune,Maharashtra,West,Urban
425,BR0425,Patna Central Branch 425,Patna,Bihar,South,Metro
426,BR0426,Hyderabad Central Branch 426,Hyderabad,Telangana,West,Urban
427,BR0427,Hyderabad Central Branch 427,Hyderabad,Telangana,East,Semi-Urban
428,BR0428,Jaipur Central Branch 428,Jaipur,Rajasthan,West,Semi-Urban
429,BR0429,Bhopal Central Branch 429,Bhopal,Madhya Pradesh,South,Metro
430,BR0430,Mumbai Central Branch 430,Mumbai,Maharashtra,West,Semi-Urban
431,BR0431,Jaipur Central Branch 431,Jaipur,Rajasthan,East,Metro
432,BR0432,Noida Central Branch 432,Noida,Uttar Pradesh,West,Urban
433,BR0433,Patna Central Branch 433,Patna,Bihar,South,Metro
434,BR0434,Bhopal Central Branch 434,Bhopal,Madhya Pradesh,North,Semi-Urban
435,BR0435,Jaipur Central Branch 435,Jaipur,Rajasthan,South,Urban
436,BR0436,Bhopal Central Branch 436,Bhopal,Madhya Pradesh,North,Semi-Urban
437,BR0437,Bhopal Central Branch 437,Bhopal,Madhya Pradesh,North,Urban
438,BR0438,Bhopal Central Branch 438,Bhopal,Madhya Pradesh,Central,Urban
439,BR0439,Patna Central Branch 439,Patna,Bihar,South,Metro
440,BR0440,Delhi Central Branch 440,Delhi,Delhi,Central,Rural
441,BR0441,Patna Central Branch 441,Patna,Bihar,North,Semi-Urban
442,BR0442,Delhi Central Branch 442,Delhi,Delhi,West,Urban
443,BR0443,Chennai Central Branch 443,Chennai,Tamil Nadu,North,Urban
444,BR0444,Kolkata Central Branch 444,Kolkata,West Bengal,South,Urban
445,BR0445,Mumbai Central Branch 445,Mumbai,Maharashtra,South,Urban
446,BR0446,Chennai Central Branch 446,Chennai,Tamil Nadu,South,Semi-Urban
447,BR0447,Chennai Central Branch 447,Chennai,Tamil Nadu,South,Metro
448,BR0448,Chennai Central Branch 448,Chennai,Tamil Nadu,West,Semi-Urban
449,BR0449,Delhi Central Branch 449,Delhi,Delhi,Central,Rural
450,BR0450,Kolkata Central Branch 450,Kolkata,West Bengal,East,Semi-Urban
451,BR0451,Noida Central Branch 451,Noida,Uttar Pradesh,Central,Urban
452,BR0452,Ahmedabad Central Branch 452,Ahmedabad,Gujarat,North,Metro
453,BR0453,Kolkata Central Branch 453,Kolkata,West Bengal,South,Urban
454,BR0454,Patna Central Branch 454,Patna,Bihar,South,Urban
455,BR0455,Bengaluru Central Branch 455,Bengaluru,Karnataka,East,Urban
456,BR0456,Chennai Central Branch 456,Chennai,Tamil Nadu,Central,Metro
457,BR0457,Chennai Central Branch 457,Chennai,Tamil Nadu,North,Urban
458,BR0458,Ahmedabad Central Branch 458,Ahmedabad,Gujarat,South,Semi-Urban
459,BR0459,Pune Central Branch 459,Pune,Maharashtra,East,Rural
460,BR0460,Patna Central Branch 460,Patna,Bihar,East,Semi-Urban
461,BR0461,Bengaluru Central Branch 461,Bengaluru,Karnataka,North,Metro
462,BR0462,Gurugram Central Branch 462,Gurugram,Haryana,East,Metro
463,BR0463,Bhopal Central Branch 463,Bhopal,Madhya Pradesh,East,Urban
464,BR0464,Hyderabad Central Branch 464,Hyderabad,Telangana,Central,Rural
465,BR0465,Hyderabad Central Branch 465,Hyderabad,Telangana,South,Semi-Urban
466,BR0466,Ahmedabad Central Branch 466,Ahmedabad,Gujarat,Central,Semi-Urban
467,BR0467,Jaipur Central Branch 467,Jaipur,Rajasthan,East,Metro
468,BR0468,Mumbai Central Branch 468,Mumbai,Maharashtra,West,Urban
469,BR0469,Bengaluru Central Branch 469,Bengaluru,Karnataka,North,Metro
470,BR0470,Lucknow Central Branch 470,Lucknow,Uttar Pradesh,East,Urban
471,BR0471,Lucknow Central Branch 471,Lucknow,Uttar Pradesh,East,Semi-Urban
472,BR0472,Ahmedabad Central Branch 472,Ahmedabad,Gujarat,Central,Semi-Urban
473,BR0473,Bengaluru Central Branch 473,Bengaluru,Karnataka,North,Urban
474,BR0474,Kochi Central Branch 474,Kochi,Kerala,South,Semi-Urban
475,BR0475,Lucknow Central Branch 475,Lucknow,Uttar Pradesh,North,Semi-Urban
476,BR0476,Noida Central Branch 476,Noida,Uttar Pradesh,East,Urban
477,BR0477,Gurugram Central Branch 477,Gurugram,Haryana,Central,Metro
478,BR0478,Chennai Central Branch 478,Chennai,Tamil Nadu,West,Rural
479,BR0479,Ahmedabad Central Branch 479,Ahmedabad,Gujarat,East,Semi-Urban
480,BR0480,Kolkata Central Branch 480,Kolkata,West Bengal,North,Semi-Urban
481,BR0481,Patna Central Branch 481,Patna,Bihar,North,Rural
482,BR0482,Ahmedabad Central Branch 482,Ahmedabad,Gujarat,West,Metro
483,BR0483,Kochi Central Branch 483,Kochi,Kerala,North,Semi-Urban
484,BR0484,Delhi Central Branch 484,Delhi,Delhi,North,Metro
485,BR0485,Mumbai Central Branch 485,Mumbai,Maharashtra,Central,Urban
486,BR0486,Patna Central Branch 486,Patna,Bihar,North,Semi-Urban
487,BR0487,Ahmedabad Central Branch 487,Ahmedabad,Gujarat,South,Urban
488,BR0488,Kolkata Central Branch 488,Kolkata,West Bengal,West,Urban
489,BR0489,Noida Central Branch 489,Noida,Uttar Pradesh,East,Urban
490,BR0490,Patna Central Branch 490,Patna,Bihar,West,Semi-Urban
491,BR0491,Lucknow Central Branch 491,Lucknow,Uttar Pradesh,East,Metro
492,BR0492,Bhopal Central Branch 492,Bhopal,Madhya Pradesh,Central,Urban
493,BR0493,Jaipur Central Branch 493,Jaipur,Rajasthan,North,Metro
494,BR0494,Bengaluru Central Branch 494,Bengaluru,Karnataka,East,Metro
495,BR0495,Kochi Central Branch 495,Kochi,Kerala,East,Urban
496,BR0496,Ahmedabad Central Branch 496,Ahmedabad,Gujarat,Central,Metro
497,BR0497,Lucknow Central Branch 497,Lucknow,Uttar Pradesh,West,Urban
498,BR0498,Noida Central Branch 498,Noida,Uttar Pradesh,West,Metro
499,BR0499,Kochi Central Branch 499,Kochi,Kerala,West,Rural
500,BR0500,Ahmedabad Central Branch 500,Ahmedabad,Gujarat,North,Rural
